1779449187.413597 server started (28679): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1779449187.413611 on Linux 6.6.87.2-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Thu Jun  5 18:30:46 UTC 2025
1779449187.413615 using libevent 2.1.12-stable poll
1779449187.413617 using ncurses 6.4 20240113
1779449187.430210 yylex_token: bind
1779449187.430212 yylex_token: end at WS
1779449187.430213 yylex_token: -Tcopy-mode
1779449187.430215 yylex_token: end at WS
1779449187.430216 yylex_token: t
1779449187.430218 yylex_token: end at WS
1779449187.430220 yylex_token: command-prompt
1779449187.430221 yylex_token: end at WS
1779449187.430223 yylex_token: -1p(jump to forward)
1779449187.430225 yylex_token: end at WS
1779449187.430226 yylex_token: send
1779449187.430228 yylex_token: end at WS
1779449187.430229 yylex_token: -X
1779449187.430231 yylex_token: end at WS
1779449187.430232 yylex_token: jump-to-forward
1779449187.430234 yylex_token: end at WS
1779449187.430235 yylex_token: %%
1779449187.430237 cmd_parse_build_commands 0:0: bind
1779449187.430239 cmd_parse_build_commands 0:1: -Tcopy-mode
1779449187.430241 cmd_parse_build_commands 0:2: t
1779449187.430243 cmd_parse_build_commands 0:3 0:0: command-prompt
1779449187.430244 cmd_parse_build_commands 0:3 0:1: -1p(jump to forward)
1779449187.430246 cmd_parse_build_commands 0:3 0:2 0:0: send
1779449187.430248 cmd_parse_build_commands 0:3 0:2 0:1: -X
1779449187.430249 cmd_parse_build_commands 0:3 0:2 0:2: jump-to-forward
1779449187.430251 cmd_parse_build_commands 0:3 0:2 0:3: %%
1779449187.430253 cmd_parse_build_commands 0:0: command-prompt
1779449187.430255 cmd_parse_build_commands 0:1: -1p(jump to forward)
1779449187.430256 cmd_parse_build_commands 0:2 0:0: send
1779449187.430258 cmd_parse_build_commands 0:2 0:1: -X
1779449187.430260 cmd_parse_build_commands 0:2 0:2: jump-to-forward
1779449187.430261 cmd_parse_build_commands 0:2 0:3: %%
1779449187.430263 cmd_parse_build_commands 0:0: send
1779449187.430265 cmd_parse_build_commands 0:1: -X
1779449187.430266 cmd_parse_build_commands 0:2: jump-to-forward
1779449187.430268 cmd_parse_build_commands 0:3: %%
1779449187.430270 args_parse_flags: next -X
1779449187.430272 args_parse_flags: -X
1779449187.430273 args_parse_flags: next jump-to-forward
1779449187.430278 args_parse: flags end at 2 of 4
1779449187.430280 args_parse: 2 = jump-to-forward (type STRING)
1779449187.430282 args_parse: 3 = %% (type STRING)
1779449187.430284 cmd_parse_build_commands: send-keys -X jump-to-forward "%%"
1779449187.430286 args_parse_flags: next -1p(jump to forward)
1779449187.430288 args_parse_flags: -1
1779449187.430290 args_parse_flag_argument: -p = (jump to forward)
1779449187.430291 args_parse: flags end at 2 of 3
1779449187.430294 args_parse: 2 = send-keys -X jump-to-forward "%%" (type COMMANDS)
1779449187.430297 cmd_parse_build_commands: command-prompt -1 -p "(jump to forward)" { send-keys -X jump-to-forward "%%" }
1779449187.430299 args_parse_flags: next -Tcopy-mode
1779449187.430300 args_parse_flag_argument: -T = copy-mode
1779449187.430302 args_parse_flags: next t
1779449187.430304 args_parse: flags end at 2 of 4
1779449187.430305 args_parse: 2 = t (type STRING)
1779449187.430309 args_parse: 3 = command-prompt -1 -p "(jump to forward)" { send-keys -X jump-to-forward "%%" } (type COMMANDS)
1779449187.430313 cmd_parse_build_commands: bind-key -T copy-mode t { command-prompt -1 -p "(jump to forward)" { send-keys -X jump-to-forward "%%" } }
1779449187.430317 cmdq_get_command: [bind-key/0x5a4820d77ec0] group 1547
1779449187.430319 cmdq_append <global>: [bind-key/0x5a4820d77ec0]
1779449187.430321 yylex_token: end at WS
1779449187.430323 yylex_token: bind
1779449187.430325 yylex_token: end at WS
1779449187.430326 yylex_token: -Tcopy-mode
1779449187.430328 yylex_token: end at WS
1779449187.430329 yylex_token: Home
1779449187.430331 yylex_token: end at WS
1779449187.430333 yylex_token: send
1779449187.430334 yylex_token: end at WS
1779449187.430336 yylex_token: -X
1779449187.430337 yylex_token: end at WS
1779449187.430339 yylex_token: start-of-line
1779449187.430341 cmd_parse_build_commands 0:0: bind
1779449187.430343 cmd_parse_build_commands 0:1: -Tcopy-mode
1779449187.430344 cmd_parse_build_commands 0:2: Home
1779449187.430346 cmd_parse_build_commands 0:3 0:0: send
1779449187.430347 cmd_parse_build_commands 0:3 0:1: -X
1779449187.430349 cmd_parse_build_commands 0:3 0:2: start-of-line
1779449187.430351 cmd_parse_build_commands 0:0: send
1779449187.430353 cmd_parse_build_commands 0:1: -X
1779449187.430354 cmd_parse_build_commands 0:2: start-of-line
1779449187.430357 args_parse_flags: next -X
1779449187.430358 args_parse_flags: -X
1779449187.430360 args_parse_flags: next start-of-line
1779449187.430362 args_parse: flags end at 2 of 3
1779449187.430363 args_parse: 2 = start-of-line (type STRING)
1779449187.430365 cmd_parse_build_commands: send-keys -X start-of-line
1779449187.430367 args_parse_flags: next -Tcopy-mode
1779449187.430369 args_parse_flag_argument: -T = copy-mode
1779449187.430370 args_parse_flags: next Home
1779449187.430372 args_parse: flags end at 2 of 4
1779449187.430374 args_parse: 2 = Home (type STRING)
1779449187.430376 args_parse: 3 = send-keys -X start-of-line (type COMMANDS)
1779449187.430379 cmd_parse_build_commands: bind-key -T copy-mode Home { send-keys -X start-of-line }
1779449187.430381 cmdq_get_command: [bind-key/0x5a4820d77b60] group 1559
1779449187.430383 cmdq_append <global>: [bind-key/0x5a4820d77b60]
1779449187.430385 yylex_token: end at WS
1779449187.430387 yylex_token: bind
1779449187.430388 yylex_token: end at WS
1779449187.430390 yylex_token: -Tcopy-mode
1779449187.430391 yylex_token: end at WS
1779449187.430393 yylex_token: End
1779449187.430395 yylex_token: end at WS
1779449187.430396 yylex_token: send
1779449187.430398 yylex_token: end at WS
1779449187.430399 yylex_token: -X
1779449187.430401 yylex_token: end at WS
1779449187.430402 yylex_token: end-of-line
1779449187.430404 cmd_parse_build_commands 0:0: bind
1779449187.430406 cmd_parse_build_commands 0:1: -Tcopy-mode
1779449187.430408 cmd_parse_build_commands 0:2: End
1779449187.430409 cmd_parse_build_commands 0:3 0:0: send
1779449187.430411 cmd_parse_build_commands 0:3 0:1: -X
1779449187.430413 cmd_parse_build_commands 0:3 0:2: end-of-line
1779449187.430414 cmd_parse_build_commands 0:0: send
1779449187.430419 cmd_parse_build_commands 0:1: -X
1779449187.430421 cmd_parse_build_commands 0:2: end-of-line
1779449187.430423 args_parse_flags: next -X
1779449187.430425 args_parse_flags: -X
1779449187.430426 args_parse_flags: next end-of-line
1779449187.430428 args_parse: flags end at 2 of 3
1779449187.430430 args_parse: 2 = end-of-line (type STRING)
1779449187.430432 cmd_parse_build_commands: send-keys -X end-of-line
1779449187.430434 args_parse_flags: next -Tcopy-mode
1779449187.430435 args_parse_flag_argument: -T = copy-mode
1779449187.430437 args_parse_flags: next End
1779449187.430439 args_parse: flags end at 2 of 4
1779449187.430440 args_parse: 2 = End (type STRING)
1779449187.430442 args_parse: 3 = send-keys -X end-of-line (type COMMANDS)
1779449187.430445 cmd_parse_build_commands: bind-key -T copy-mode End { send-keys -X end-of-line }
1779449187.430447 cmdq_get_command: [bind-key/0x5a4820d781b0] group 1567
1779449187.430449 cmdq_append <global>: [bind-key/0x5a4820d781b0]
1779449187.430451 yylex_token: end at WS
1779449187.430453 yylex_token: bind
1779449187.430455 yylex_token: end at WS
1779449187.430456 yylex_token: -Tcopy-mode
1779449187.430458 yylex_token: end at WS
1779449187.430459 yylex_token: MouseDown1Pane
1779449187.430461 yylex_token: end at EOF
1779449187.430463 yylex_token: select-pane
1779449187.430464 cmd_parse_build_commands 0:0: bind
1779449187.430466 cmd_parse_build_commands 0:1: -Tcopy-mode
1779449187.430468 cmd_parse_build_commands 0:2: MouseDown1Pane
1779449187.430469 cmd_parse_build_commands 0:3: select-pane
1779449187.430471 args_parse_flags: next -Tcopy-mode
1779449187.430473 args_parse_flag_argument: -T = copy-mode
1779449187.430475 args_parse_flags: next MouseDown1Pane
1779449187.430476 args_parse: flags end at 2 of 4
1779449187.430478 args_parse: 2 = MouseDown1Pane (type STRING)
1779449187.430480 args_parse: 3 = select-pane (type STRING)
1779449187.430483 cmd_parse_build_commands: bind-key -T copy-mode MouseDown1Pane select-pane
1779449187.430485 cmdq_get_command: [bind-key/0x5a4820d78310] group 1575
1779449187.430486 cmdq_append <global>: [bind-key/0x5a4820d78310]
1779449187.430490 yylex_token: end at WS
1779449187.430492 yylex_token: bind
1779449187.430494 yylex_token: end at WS
1779449187.430495 yylex_token: -Tcopy-mode
1779449187.430497 yylex_token: end at WS
1779449187.430498 yylex_token: MouseDrag1Pane
1779449187.430500 yylex_token: end at ;
1779449187.430502 yylex_token: select-pane
1779449187.430503 yylex_token: end at WS
1779449187.430505 yylex_token: send
1779449187.430507 yylex_token: end at WS
1779449187.430508 yylex_token: -X
1779449187.430510 yylex_token: end at WS
1779449187.430511 yylex_token: begin-selection
1779449187.430513 cmd_parse_build_commands 0:0: bind
1779449187.430515 cmd_parse_build_commands 0:1: -Tcopy-mode
1779449187.430517 cmd_parse_build_commands 0:2: MouseDrag1Pane
1779449187.430518 cmd_parse_build_commands 0:3 0:0: select-pane
1779449187.430520 cmd_parse_build_commands 0:3 1:0: send
1779449187.430522 cmd_parse_build_commands 0:3 1:1: -X
1779449187.430523 cmd_parse_build_commands 0:3 1:2: begin-selection
1779449187.430525 cmd_parse_build_commands 0:0: select-pane
1779449187.430527 cmd_parse_build_commands 1:0: send
1779449187.430529 cmd_parse_build_commands 1:1: -X
1779449187.430530 cmd_parse_build_commands 1:2: begin-selection
1779449187.430533 args_parse: flags end at 1 of 1
1779449187.430535 args_parse_flags: next -X
1779449187.430537 args_parse_flags: -X
1779449187.430538 args_parse_flags: next begin-selection
1779449187.430540 args_parse: flags end at 2 of 3
1779449187.430541 args_parse: 2 = begin-selection (type STRING)
1779449187.430544 cmd_parse_build_commands: select-pane ; send-keys -X begin-selection
1779449187.430546 args_parse_flags: next -Tcopy-mode
1779449187.430547 args_parse_flag_argument: -T = copy-mode
1779449187.430549 args_parse_flags: next MouseDrag1Pane
1779449187.430551 args_parse: flags end at 2 of 4
1779449187.430552 args_parse: 2 = MouseDrag1Pane (type STRING)
1779449187.430555 args_parse: 3 = select-pane ; send-keys -X begin-selection (type COMMANDS)
1779449187.430561 cmd_parse_build_commands: bind-key -T copy-mode MouseDrag1Pane { select-pane ; send-keys -X begin-selection }
1779449187.430563 cmdq_get_command: [bind-key/0x5a4820d78d70] group 1579
1779449187.430565 cmdq_append <global>: [bind-key/0x5a4820d78d70]
1779449187.430567 yylex_token: end at WS
1779449187.430569 yylex_token: bind
1779449187.430571 yylex_token: end at WS
1779449187.430572 yylex_token: -Tcopy-mode
1779449187.430574 yylex_token: end at WS
1779449187.430576 yylex_token: MouseDragEnd1Pane
1779449187.430577 yylex_token: end at WS
1779449187.430579 yylex_token: send
1779449187.430580 yylex_token: end at WS
1779449187.430582 yylex_token: -X
1779449187.430584 yylex_token: end at WS
1779449187.430585 yylex_token: copy-pipe-and-cancel
1779449187.430587 cmd_parse_build_commands 0:0: bind
1779449187.430589 cmd_parse_build_commands 0:1: -Tcopy-mode
1779449187.430590 cmd_parse_build_commands 0:2: MouseDragEnd1Pane
1779449187.430592 cmd_parse_build_commands 0:3 0:0: send
1779449187.430594 cmd_parse_build_commands 0:3 0:1: -X
1779449187.430595 cmd_parse_build_commands 0:3 0:2: copy-pipe-and-cancel
1779449187.430597 cmd_parse_build_commands 0:0: send
1779449187.430599 cmd_parse_build_commands 0:1: -X
1779449187.430601 cmd_parse_build_commands 0:2: copy-pipe-and-cancel
1779449187.430603 args_parse_flags: next -X
1779449187.430604 args_parse_flags: -X
1779449187.430606 args_parse_flags: next copy-pipe-and-cancel
1779449187.430608 args_parse: flags end at 2 of 3
1779449187.430609 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1779449187.430612 cmd_parse_build_commands: send-keys -X copy-pipe-and-cancel
1779449187.430613 args_parse_flags: next -Tcopy-mode
1779449187.430615 args_parse_flag_argument: -T = copy-mode
1779449187.430617 args_parse_flags: next MouseDragEnd1Pane
1779449187.430619 args_parse: flags end at 2 of 4
1779449187.430620 args_parse: 2 = MouseDragEnd1Pane (type STRING)
1779449187.430623 args_parse: 3 = send-keys -X copy-pipe-and-cancel (type COMMANDS)
1779449187.430626 cmd_parse_build_commands: bind-key -T copy-mode MouseDragEnd1Pane { send-keys -X copy-pipe-and-cancel }
1779449187.430628 cmdq_get_command: [bind-key/0x5a4820d78f70] group 1588
1779449187.430630 cmdq_append <global>: [bind-key/0x5a4820d78f70]
1779449187.430632 yylex_token: end at WS
1779449187.430633 yylex_token: bind
1779449187.430635 yylex_token: end at WS
1779449187.430637 yylex_token: -Tcopy-mode
1779449187.430638 yylex_token: end at WS
1779449187.430640 yylex_token: WheelUpPane
1779449187.430641 yylex_token: end at ;
1779449187.430643 yylex_token: select-pane
1779449187.430645 yylex_token: end at WS
1779449187.430646 yylex_token: send
1779449187.430648 yylex_token: end at WS
1779449187.430649 yylex_token: -N5
1779449187.430651 yylex_token: end at WS
1779449187.430652 yylex_token: -X
1779449187.430654 yylex_token: end at WS
1779449187.430656 yylex_token: scroll-up
1779449187.430658 cmd_parse_build_commands 0:0: bind
1779449187.430659 cmd_parse_build_commands 0:1: -Tcopy-mode
1779449187.430661 cmd_parse_build_commands 0:2: WheelUpPane
1779449187.430663 cmd_parse_build_commands 0:3 0:0: select-pane
1779449187.430664 cmd_parse_build_commands 0:3 1:0: send
1779449187.430666 cmd_parse_build_commands 0:3 1:1: -N5
1779449187.430668 cmd_parse_build_commands 0:3 1:2: -X
1779449187.430669 cmd_parse_build_commands 0:3 1:3: scroll-up
1779449187.430671 cmd_parse_build_commands 0:0: select-pane
1779449187.430673 cmd_parse_build_commands 1:0: send
1779449187.430674 cmd_parse_build_commands 1:1: -N5
1779449187.430676 cmd_parse_build_commands 1:2: -X
1779449187.430678 cmd_parse_build_commands 1:3: scroll-up
1779449187.430680 args_parse: flags end at 1 of 1
1779449187.430683 args_parse_flags: next -N5
1779449187.430684 args_parse_flag_argument: -N = 5
1779449187.430686 args_parse_flags: next -X
1779449187.430687 args_parse_flags: -X
1779449187.430689 args_parse_flags: next scroll-up
1779449187.430691 args_parse: flags end at 3 of 4
1779449187.430692 args_parse: 3 = scroll-up (type STRING)
1779449187.430695 cmd_parse_build_commands: select-pane ; send-keys -X -N 5 scroll-up
1779449187.430703 args_parse_flags: next -Tcopy-mode
1779449187.430705 args_parse_flag_argument: -T = copy-mode
1779449187.430706 args_parse_flags: next WheelUpPane
1779449187.430708 args_parse: flags end at 2 of 4
1779449187.430709 args_parse: 2 = WheelUpPane (type STRING)
1779449187.430712 args_parse: 3 = select-pane ; send-keys -X -N 5 scroll-up (type COMMANDS)
1779449187.430716 cmd_parse_build_commands: bind-key -T copy-mode WheelUpPane { select-pane ; send-keys -X -N 5 scroll-up }
1779449187.430718 cmdq_get_command: [bind-key/0x5a4820d799b0] group 1596
1779449187.430719 cmdq_append <global>: [bind-key/0x5a4820d799b0]
1779449187.430724 yylex_token: end at WS
1779449187.430726 yylex_token: bind
1779449187.430727 yylex_token: end at WS
1779449187.430729 yylex_token: -Tcopy-mode
1779449187.430731 yylex_token: end at WS
1779449187.430732 yylex_token: WheelDownPane
1779449187.430734 yylex_token: end at ;
1779449187.430735 yylex_token: select-pane
1779449187.430737 yylex_token: end at WS
1779449187.430738 yylex_token: send
1779449187.430740 yylex_token: end at WS
1779449187.430741 yylex_token: -N5
1779449187.430743 yylex_token: end at WS
1779449187.430745 yylex_token: -X
1779449187.430746 yylex_token: end at WS
1779449187.430748 yylex_token: scroll-down
1779449187.430750 cmd_parse_build_commands 0:0: bind
1779449187.430751 cmd_parse_build_commands 0:1: -Tcopy-mode
1779449187.430753 cmd_parse_build_commands 0:2: WheelDownPane
1779449187.430755 cmd_parse_build_commands 0:3 0:0: select-pane
1779449187.430756 cmd_parse_build_commands 0:3 1:0: send
1779449187.430758 cmd_parse_build_commands 0:3 1:1: -N5
1779449187.430760 cmd_parse_build_commands 0:3 1:2: -X
1779449187.430761 cmd_parse_build_commands 0:3 1:3: scroll-down
1779449187.430763 cmd_parse_build_commands 0:0: select-pane
1779449187.430765 cmd_parse_build_commands 1:0: send
1779449187.430766 cmd_parse_build_commands 1:1: -N5
1779449187.430768 cmd_parse_build_commands 1:2: -X
1779449187.430770 cmd_parse_build_commands 1:3: scroll-down
1779449187.430772 args_parse: flags end at 1 of 1
1779449187.430774 args_parse_flags: next -N5
1779449187.430776 args_parse_flag_argument: -N = 5
1779449187.430778 args_parse_flags: next -X
1779449187.430779 args_parse_flags: -X
1779449187.430781 args_parse_flags: next scroll-down
1779449187.430783 args_parse: flags end at 3 of 4
1779449187.430784 args_parse: 3 = scroll-down (type STRING)
1779449187.430787 cmd_parse_build_commands: select-pane ; send-keys -X -N 5 scroll-down
1779449187.430788 args_parse_flags: next -Tcopy-mode
1779449187.430790 args_parse_flag_argument: -T = copy-mode
1779449187.430792 args_parse_flags: next WheelDownPane
1779449187.430793 args_parse: flags end at 2 of 4
1779449187.430795 args_parse: 2 = WheelDownPane (type STRING)
1779449187.430798 args_parse: 3 = select-pane ; send-keys -X -N 5 scroll-down (type COMMANDS)
1779449187.430801 cmd_parse_build_commands: bind-key -T copy-mode WheelDownPane { select-pane ; send-keys -X -N 5 scroll-down }
1779449187.430803 cmdq_get_command: [bind-key/0x5a4820d7a110] group 1605
1779449187.430805 cmdq_append <global>: [bind-key/0x5a4820d7a110]
1779449187.430807 yylex_token: end at WS
1779449187.430809 yylex_token: bind
1779449187.430810 yylex_token: end at WS
1779449187.430812 yylex_token: -Tcopy-mode
1779449187.430814 yylex_token: end at WS
1779449187.430815 yylex_token: DoubleClick1Pane
1779449187.430817 yylex_token: end at ;
1779449187.430818 yylex_token: select-pane
1779449187.430820 yylex_token: end at WS
1779449187.430821 yylex_token: send
1779449187.430823 yylex_token: end at WS
1779449187.430825 yylex_token: -X
1779449187.430826 yylex_token: end at ;
1779449187.430828 yylex_token: select-word
1779449187.430829 yylex_token: end at WS
1779449187.430831 yylex_token: run
1779449187.430833 yylex_token: end at ;
1779449187.430834 yylex_token: -d0.3
1779449187.430836 yylex_token: end at WS
1779449187.430837 yylex_token: send
1779449187.430839 yylex_token: end at WS
1779449187.430840 yylex_token: -X
1779449187.430842 yylex_token: end at WS
1779449187.430847 yylex_token: copy-pipe-and-cancel
1779449187.430849 cmd_parse_build_commands 0:0: bind
1779449187.430851 cmd_parse_build_commands 0:1: -Tcopy-mode
1779449187.430852 cmd_parse_build_commands 0:2: DoubleClick1Pane
1779449187.430854 cmd_parse_build_commands 0:3 0:0: select-pane
1779449187.430856 cmd_parse_build_commands 0:3 1:0: send
1779449187.430857 cmd_parse_build_commands 0:3 1:1: -X
1779449187.430859 cmd_parse_build_commands 0:3 1:2: select-word
1779449187.430860 cmd_parse_build_commands 0:3 2:0: run
1779449187.430862 cmd_parse_build_commands 0:3 2:1: -d0.3
1779449187.430864 cmd_parse_build_commands 0:3 3:0: send
1779449187.430865 cmd_parse_build_commands 0:3 3:1: -X
1779449187.430867 cmd_parse_build_commands 0:3 3:2: copy-pipe-and-cancel
1779449187.430869 cmd_parse_build_commands 0:0: select-pane
1779449187.430871 cmd_parse_build_commands 1:0: send
1779449187.430872 cmd_parse_build_commands 1:1: -X
1779449187.430874 cmd_parse_build_commands 1:2: select-word
1779449187.430876 cmd_parse_build_commands 2:0: run
1779449187.430877 cmd_parse_build_commands 2:1: -d0.3
1779449187.430879 cmd_parse_build_commands 3:0: send
1779449187.430880 cmd_parse_build_commands 3:1: -X
1779449187.430882 cmd_parse_build_commands 3:2: copy-pipe-and-cancel
1779449187.430884 args_parse: flags end at 1 of 1
1779449187.430887 args_parse_flags: next -X
1779449187.430888 args_parse_flags: -X
1779449187.430890 args_parse_flags: next select-word
1779449187.430891 args_parse: flags end at 2 of 3
1779449187.430893 args_parse: 2 = select-word (type STRING)
1779449187.430895 args_parse_flags: next -d0.3
1779449187.430897 args_parse_flag_argument: -d = 0.3
1779449187.430899 args_parse: flags end at 2 of 2
1779449187.430901 args_parse_flags: next -X
1779449187.430903 args_parse_flags: -X
1779449187.430904 args_parse_flags: next copy-pipe-and-cancel
1779449187.430906 args_parse: flags end at 2 of 3
1779449187.430908 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1779449187.430911 cmd_parse_build_commands: select-pane ; send-keys -X select-word ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel
1779449187.430913 args_parse_flags: next -Tcopy-mode
1779449187.430915 args_parse_flag_argument: -T = copy-mode
1779449187.430916 args_parse_flags: next DoubleClick1Pane
1779449187.430918 args_parse: flags end at 2 of 4
1779449187.430920 args_parse: 2 = DoubleClick1Pane (type STRING)
1779449187.430925 args_parse: 3 = select-pane ; send-keys -X select-word ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel (type COMMANDS)
1779449187.430930 cmd_parse_build_commands: bind-key -T copy-mode DoubleClick1Pane { select-pane ; send-keys -X select-word ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel }
1779449187.430932 cmdq_get_command: [bind-key/0x5a4820d7aed0] group 1614
1779449187.430934 cmdq_append <global>: [bind-key/0x5a4820d7aed0]
1779449187.430936 yylex_token: end at WS
1779449187.430938 yylex_token: bind
1779449187.430940 yylex_token: end at WS
1779449187.430941 yylex_token: -Tcopy-mode
1779449187.430943 yylex_token: end at WS
1779449187.430945 yylex_token: TripleClick1Pane
1779449187.430946 yylex_token: end at ;
1779449187.430948 yylex_token: select-pane
1779449187.430949 yylex_token: end at WS
1779449187.430951 yylex_token: send
1779449187.430953 yylex_token: end at WS
1779449187.430954 yylex_token: -X
1779449187.430956 yylex_token: end at ;
1779449187.430957 yylex_token: select-line
1779449187.430959 yylex_token: end at WS
1779449187.430960 yylex_token: run
1779449187.430962 yylex_token: end at ;
1779449187.430963 yylex_token: -d0.3
1779449187.430965 yylex_token: end at WS
1779449187.430967 yylex_token: send
1779449187.430968 yylex_token: end at WS
1779449187.430970 yylex_token: -X
1779449187.430971 yylex_token: end at WS
1779449187.430973 yylex_token: copy-pipe-and-cancel
1779449187.430975 cmd_parse_build_commands 0:0: bind
1779449187.430977 cmd_parse_build_commands 0:1: -Tcopy-mode
1779449187.430978 cmd_parse_build_commands 0:2: TripleClick1Pane
1779449187.430980 cmd_parse_build_commands 0:3 0:0: select-pane
1779449187.430985 cmd_parse_build_commands 0:3 1:0: send
1779449187.430986 cmd_parse_build_commands 0:3 1:1: -X
1779449187.430988 cmd_parse_build_commands 0:3 1:2: select-line
1779449187.430990 cmd_parse_build_commands 0:3 2:0: run
1779449187.430991 cmd_parse_build_commands 0:3 2:1: -d0.3
1779449187.430993 cmd_parse_build_commands 0:3 3:0: send
1779449187.430994 cmd_parse_build_commands 0:3 3:1: -X
1779449187.430996 cmd_parse_build_commands 0:3 3:2: copy-pipe-and-cancel
1779449187.430998 cmd_parse_build_commands 0:0: select-pane
1779449187.431000 cmd_parse_build_commands 1:0: send
1779449187.431001 cmd_parse_build_commands 1:1: -X
1779449187.431003 cmd_parse_build_commands 1:2: select-line
1779449187.431005 cmd_parse_build_commands 2:0: run
1779449187.431006 cmd_parse_build_commands 2:1: -d0.3
1779449187.431008 cmd_parse_build_commands 3:0: send
1779449187.431009 cmd_parse_build_commands 3:1: -X
1779449187.431016 cmd_parse_build_commands 3:2: copy-pipe-and-cancel
1779449187.431018 args_parse: flags end at 1 of 1
1779449187.431021 args_parse_flags: next -X
1779449187.431022 args_parse_flags: -X
1779449187.431024 args_parse_flags: next select-line
1779449187.431026 args_parse: flags end at 2 of 3
1779449187.431027 args_parse: 2 = select-line (type STRING)
1779449187.431029 args_parse_flags: next -d0.3
1779449187.431031 args_parse_flag_argument: -d = 0.3
1779449187.431033 args_parse: flags end at 2 of 2
1779449187.431035 args_parse_flags: next -X
1779449187.431037 args_parse_flags: -X
1779449187.431038 args_parse_flags: next copy-pipe-and-cancel
1779449187.431040 args_parse: flags end at 2 of 3
1779449187.431042 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1779449187.431045 cmd_parse_build_commands: select-pane ; send-keys -X select-line ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel
1779449187.431047 args_parse_flags: next -Tcopy-mode
1779449187.431049 args_parse_flag_argument: -T = copy-mode
1779449187.431050 args_parse_flags: next TripleClick1Pane
1779449187.431052 args_parse: flags end at 2 of 4
1779449187.431054 args_parse: 2 = TripleClick1Pane (type STRING)
1779449187.431057 args_parse: 3 = select-pane ; send-keys -X select-line ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel (type COMMANDS)
1779449187.431061 cmd_parse_build_commands: bind-key -T copy-mode TripleClick1Pane { select-pane ; send-keys -X select-line ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel }
1779449187.431063 cmdq_get_command: [bind-key/0x5a4820d7b630] group 1625
1779449187.431065 cmdq_append <global>: [bind-key/0x5a4820d7b630]
1779449187.431070 yylex_token: end at WS
1779449187.431072 yylex_token: bind
1779449187.431073 yylex_token: end at WS
1779449187.431075 yylex_token: -Tcopy-mode
1779449187.431076 yylex_token: end at WS
1779449187.431078 yylex_token: NPage
1779449187.431080 yylex_token: end at WS
1779449187.431081 yylex_token: send
1779449187.431083 yylex_token: end at WS
1779449187.431084 yylex_token: -X
1779449187.431086 yylex_token: end at WS
1779449187.431087 yylex_token: page-down
1779449187.431089 cmd_parse_build_commands 0:0: bind
1779449187.431091 cmd_parse_build_commands 0:1: -Tcopy-mode
1779449187.431093 cmd_parse_build_commands 0:2: NPage
1779449187.431094 cmd_parse_build_commands 0:3 0:0: send
1779449187.431096 cmd_parse_build_commands 0:3 0:1: -X
1779449187.431098 cmd_parse_build_commands 0:3 0:2: page-down
1779449187.431100 cmd_parse_build_commands 0:0: send
1779449187.431101 cmd_parse_build_commands 0:1: -X
1779449187.431103 cmd_parse_build_commands 0:2: page-down
1779449187.431105 args_parse_flags: next -X
1779449187.431107 args_parse_flags: -X
1779449187.431108 args_parse_flags: next page-down
1779449187.431110 args_parse: flags end at 2 of 3
1779449187.431116 args_parse: 2 = page-down (type STRING)
1779449187.431119 cmd_parse_build_commands: send-keys -X page-down
1779449187.431121 args_parse_flags: next -Tcopy-mode
1779449187.431122 args_parse_flag_argument: -T = copy-mode
1779449187.431124 args_parse_flags: next NPage
1779449187.431125 args_parse: flags end at 2 of 4
1779449187.431127 args_parse: 2 = NPage (type STRING)
1779449187.431133 args_parse: 3 = send-keys -X page-down (type COMMANDS)
1779449187.431136 cmd_parse_build_commands: bind-key -T copy-mode NPage { send-keys -X page-down }
1779449187.431138 cmdq_get_command: [bind-key/0x5a4820d79c70] group 1636
1779449187.431140 cmdq_append <global>: [bind-key/0x5a4820d79c70]
1779449187.431142 yylex_token: end at WS
1779449187.431144 yylex_token: bind
1779449187.431145 yylex_token: end at WS
1779449187.431147 yylex_token: -Tcopy-mode
1779449187.431148 yylex_token: end at WS
1779449187.431150 yylex_token: PPage
1779449187.431152 yylex_token: end at WS
1779449187.431153 yylex_token: send
1779449187.431155 yylex_token: end at WS
1779449187.431156 yylex_token: -X
1779449187.431158 yylex_token: end at WS
1779449187.431159 yylex_token: page-up
1779449187.431161 cmd_parse_build_commands 0:0: bind
1779449187.431163 cmd_parse_build_commands 0:1: -Tcopy-mode
1779449187.431165 cmd_parse_build_commands 0:2: PPage
1779449187.431166 cmd_parse_build_commands 0:3 0:0: send
1779449187.431168 cmd_parse_build_commands 0:3 0:1: -X
1779449187.431170 cmd_parse_build_commands 0:3 0:2: page-up
1779449187.431171 cmd_parse_build_commands 0:0: send
